Part_ID,Category,Unit_Cost,Lead_Time_Days,Demand_Class,ABC_Class,XYZ_Class,ABC_XYZ,Avg_Monthly_Demand,Annual_Demand,Annual_Value,EOQ,Safety_Stock,ROP,Avg_Inventory,Working_Capital,Inventory_Turnover,Days_of_Supply,Stock_Status,Newsvendor_Savings,Recommended_Method,MASE,Cpk,CV
P1525,Suspension,232.78,43,Smooth,A,X,AX,8.25,99.1,23059.22,13.0,6.9,18.7,13.4,3124.3,7.381,48.8,Healthy,647.6,Naive,1.67,0.785,0.424
P1526,Brake System,214.7,24,Lumpy,B,Z,BZ,1.61,19.3,4142.53,6.0,5.5,6.7,8.4,1814.1,2.284,157.7,Healthy,372.83,SBA,1.761,0.145,2.304
P1527,Brake System,278.74,13,Lumpy,C,Z,CZ,0.53,6.4,1770.81,3.0,2.6,2.8,4.1,1141.45,1.551,232.1,Dead Stock,16.49,SBA,0.991,0.074,4.51
P1528,Brake System,98.97,23,Intermittent,C,Z,CZ,0.73,8.7,861.6,5.9,2.2,2.8,5.2,515.94,1.67,215.6,Healthy,70.67,Croston,1.781,0.155,2.151
P1529,Exhaust System,54.46,20,Erratic,C,Z,CZ,2.22,26.6,1448.0,14.0,3.4,4.8,10.4,563.93,2.568,140.2,Healthy,35.92,SBA,0.651,0.294,1.132
P1530,Suspension,435.76,16,Intermittent,B,Z,BZ,0.98,11.8,5126.56,3.3,2.2,2.7,3.9,1685.66,3.041,118.4,Healthy,123.53,Croston,1.67,0.176,1.889
P1531,Brake System,74.71,28,Intermittent,C,Z,CZ,1.14,13.6,1019.6,8.5,2.6,3.7,6.9,516.06,1.976,182.2,Healthy,10.37,Croston,1.478,0.228,1.457
P1532,Electrical,143.36,13,Lumpy,C,Z,CZ,0.25,3.1,438.53,2.9,1.4,1.5,2.9,410.64,1.068,337.1,Healthy,6.06,SBA,1.386,0.065,5.085
P1533,Transmission,522.06,23,Intermittent,B,Z,BZ,0.67,8.0,4176.48,2.5,2.1,2.6,3.3,1726.91,2.418,148.9,Healthy,209.61,Croston,1.008,0.154,2.156
P1534,Brake System,193.88,12,Lumpy,C,Z,CZ,0.31,3.8,729.89,2.8,1.6,1.7,3.0,583.39,1.251,287.7,Healthy,22.68,SBA,0.729,0.067,4.95
P1535,Suspension,93.55,29,Intermittent,C,Z,CZ,0.8,9.6,902.51,6.4,2.6,3.4,5.8,545.71,1.654,217.7,Healthy,34.86,Croston,1.413,0.165,2.017
P1536,Engine Components,192.03,47,Erratic,B,Z,BZ,2.25,27.1,5196.07,7.5,5.6,9.1,9.3,1788.23,2.906,123.9,Healthy,228.46,SBA,1.778,0.278,1.197
P1537,Engine Components,227.74,57,Intermittent,C,Z,CZ,0.39,4.7,1071.72,2.9,2.2,2.9,3.6,818.64,1.309,275.0,Healthy,37.45,Croston,1.362,0.137,2.426
P1538,Transmission,522.07,50,Lumpy,A,Z,AZ,1.47,17.6,9213.06,3.7,6.7,9.2,8.6,4468.35,2.062,174.6,Excess Stock,663.64,SBA,1.542,0.155,2.152
P1539,Engine Components,551.18,30,Lumpy,A,Z,AZ,2.08,24.9,13747.13,4.3,6.0,8.1,8.2,4501.92,3.054,117.9,Excess Stock,174.51,SBA,1.287,0.188,1.767
P1540,Suspension,151.16,19,Smooth,A,X,AX,7.47,89.6,13550.95,15.4,3.7,8.4,11.4,1725.65,7.853,45.8,Healthy,239.68,Naive,1.169,0.876,0.38
P1541,Transmission,550.78,55,Smooth,A,X,AX,10.55,126.6,69721.73,9.6,7.9,27.3,12.7,7001.94,9.957,36.2,Healthy,1170.16,Naive,1.428,0.988,0.337
P1542,Engine Components,754.39,33,Lumpy,A,Z,AZ,1.04,12.5,9407.68,2.6,4.7,5.8,6.0,4494.15,2.093,172.0,Excess Stock,846.69,SBA,1.169,0.128,2.606
P1543,Electrical,28.89,20,Intermittent,C,Z,CZ,1.04,12.5,360.32,13.1,2.4,3.1,9.0,259.4,1.389,259.2,Healthy,3.46,Croston,0.823,0.193,1.725
P1544,Brake System,181.99,24,Lumpy,C,Z,CZ,0.41,4.9,899.22,3.3,2.5,2.9,4.2,762.67,1.179,305.3,Dead Stock,80.93,SBA,0.737,0.079,4.198
P1545,Cooling System,133.4,19,Lumpy,B,Z,BZ,1.39,16.7,2228.51,7.1,4.7,5.6,8.3,1101.32,2.023,177.9,Healthy,31.64,SBA,1.167,0.129,2.588
P1546,Suspension,158.4,36,Lumpy,C,Z,CZ,1.08,12.9,2049.9,5.7,5.5,6.8,8.4,1324.51,1.548,232.6,Healthy,184.49,SBA,1.607,0.118,2.832
P1547,Exhaust System,82.7,23,Lumpy,C,Z,CZ,0.63,7.5,622.72,6.0,3.2,3.7,6.3,517.43,1.203,299.1,Healthy,0.82,SBA,1.226,0.093,3.584
P1548,Electrical,178.77,8,Lumpy,C,Z,CZ,0.67,8.0,1430.19,4.2,2.3,2.5,4.4,784.63,1.823,197.5,Healthy,0.0,SBA,1.471,0.083,4.015
P1549,Engine Components,811.78,36,Smooth,A,X,AX,6.37,76.5,62077.16,6.1,4.3,11.9,7.3,5943.03,10.445,34.5,Healthy,1461.36,Naive,1.606,0.899,0.37
P1550,Electrical,230.2,20,Lumpy,C,Z,CZ,0.49,5.9,1354.12,3.2,2.7,3.0,4.3,981.41,1.38,260.9,Healthy,121.87,SBA,0.747,0.082,4.047
P1551,Cooling System,117.47,16,Intermittent,C,Z,CZ,0.39,4.7,552.8,4.0,1.2,1.4,3.2,377.83,1.463,246.1,Healthy,1.46,Croston,0.899,0.129,2.579
P1552,Electrical,209.32,15,Lumpy,B,Z,BZ,1.33,16.0,3349.09,5.5,3.3,4.0,6.1,1276.87,2.623,137.3,Healthy,291.82,SBA,0.709,0.155,2.151
P1553,Exhaust System,91.55,12,Lumpy,C,Z,CZ,0.14,1.6,150.78,2.7,1.0,1.1,2.4,215.23,0.701,513.9,Dead Stock,13.57,SBA,1.372,0.047,7.071
P1554,Fuel System,143.58,12,Lumpy,C,Z,CZ,1.08,12.9,1858.08,6.0,3.2,3.6,6.2,883.41,2.103,171.2,Healthy,167.23,SBA,1.308,0.119,2.808
P1555,Brake System,173.2,15,Erratic,B,Z,BZ,1.84,22.1,3830.78,7.1,2.3,3.2,5.9,1016.64,3.768,95.5,Healthy,93.44,SBA,1.601,0.311,1.071
P1556,Engine Components,289.98,47,Lumpy,B,Z,BZ,1.47,17.6,5117.35,4.9,7.6,9.9,10.0,2906.28,1.761,204.5,Excess Stock,88.35,SBA,1.335,0.133,2.495
P1557,Electrical,201.86,8,Erratic,B,Y,BY,2.31,27.8,5604.46,7.4,1.7,2.3,5.4,1097.39,5.107,70.5,Healthy,79.76,SBA,0.753,0.379,0.879
P1558,Suspension,277.02,26,Lumpy,B,Z,BZ,1.76,21.2,5866.33,5.5,5.6,7.1,8.4,2314.06,2.535,142.0,Excess Stock,102.33,SBA,1.027,0.161,2.068
P1559,Exhaust System,90.59,14,Lumpy,C,Z,CZ,0.75,8.9,809.95,6.3,3.1,3.4,6.2,561.62,1.442,249.6,Dead Stock,72.9,SBA,1.513,0.091,3.652
P1560,Fuel System,193.6,14,Intermittent,C,Z,CZ,0.75,8.9,1730.99,4.3,1.5,1.9,3.7,714.05,2.424,148.5,Healthy,84.21,Croston,1.629,0.181,1.838
P1561,Brake System,50.76,28,Erratic,C,Y,CY,2.71,32.5,1648.11,16.0,4.3,6.8,12.3,622.82,2.646,136.0,Healthy,70.72,SBA,0.798,0.335,0.994
P1562,Brake System,131.84,18,Lumpy,B,Z,BZ,1.39,16.7,2202.46,7.1,4.1,4.9,7.6,1004.76,2.192,164.2,Healthy,55.38,SBA,1.123,0.145,2.29
P1563,Exhaust System,43.82,27,Smooth,B,Y,BY,4.76,57.2,2505.28,22.8,3.8,8.1,15.2,667.8,3.752,96.0,Healthy,37.36,Naive,1.764,0.648,0.513
P1564,Brake System,255.8,14,Lumpy,C,Z,CZ,0.2,2.4,601.87,1.9,1.1,1.2,2.1,530.06,1.135,317.0,Healthy,54.17,SBA,1.057,0.066,5.052
P1565,Exhaust System,143.83,25,Intermittent,C,Z,CZ,0.75,8.9,1285.98,5.0,2.3,3.0,4.8,694.95,1.85,194.5,Healthy,115.74,Croston,0.665,0.159,2.09
P1566,Suspension,189.23,12,Smooth,A,X,AX,6.04,72.5,13713.42,12.4,2.5,4.9,8.7,1637.19,8.376,43.0,Healthy,318.67,Naive,1.273,0.849,0.392
P1567,Electrical,195.02,6,Lumpy,C,Z,CZ,0.86,10.4,2019.07,4.6,1.8,1.9,4.1,791.49,2.551,141.1,Dead Stock,5.53,SBA,0.858,0.12,2.764
P1568,Engine Components,441.81,32,Smooth,A,X,AX,8.43,101.2,44700.35,9.6,4.7,13.7,9.5,4207.17,10.625,33.9,Healthy,774.66,Naive,1.233,0.999,0.331
P1569,Electrical,216.14,19,Lumpy,B,Z,BZ,2.1,25.2,5441.6,6.8,5.0,6.4,8.4,1826.0,2.98,120.8,Healthy,489.74,SBA,1.641,0.182,1.833
P1570,Suspension,237.13,15,Intermittent,B,Z,BZ,1.24,14.8,3515.13,5.0,2.6,3.2,5.1,1202.57,2.923,123.2,Healthy,277.64,Croston,1.115,0.186,1.789
P1571,Electrical,126.02,20,Lumpy,C,Z,CZ,0.25,3.1,385.46,3.1,1.8,2.0,3.4,425.74,0.905,397.6,Slow Mover,34.69,SBA,0.712,0.063,5.317
P1572,Engine Components,838.9,21,Erratic,A,Z,AZ,3.57,42.8,35924.49,4.5,6.2,8.7,8.4,7060.09,5.088,70.7,Excess Stock,1663.3,SBA,0.742,0.266,1.253
P1573,Transmission,337.98,38,Smooth,A,X,AX,3.71,44.5,15030.33,7.3,2.7,7.4,6.3,2139.04,7.027,51.2,Healthy,275.62,Naive,0.703,0.845,0.394
P1574,Fuel System,47.28,22,Lumpy,C,Z,CZ,2.47,29.6,1401.79,15.8,5.6,7.4,13.5,638.32,2.196,163.9,Healthy,23.31,SBA,1.567,0.208,1.604
P1575,Engine Components,580.81,56,Lumpy,A,Z,AZ,1.33,16.0,9292.93,3.3,7.5,10.0,9.2,5325.44,1.745,206.3,Excess Stock,253.16,SBA,1.14,0.133,2.506
P1576,Engine Components,864.39,52,Erratic,A,Z,AZ,2.61,31.3,27050.33,3.8,6.3,10.9,8.3,7131.84,3.793,94.9,Excess Stock,408.63,SBA,0.88,0.296,1.124
P1577,Engine Components,428.47,25,Erratic,A,Z,AZ,1.75,20.9,8972.61,4.4,3.3,4.8,5.5,2376.59,3.775,95.4,Healthy,453.24,SBA,1.361,0.261,1.273
P1578,Electrical,34.25,17,Intermittent,C,Z,CZ,0.71,8.5,290.15,9.9,1.9,2.3,6.9,235.02,1.235,291.6,Healthy,26.11,Croston,0.856,0.154,2.16
P1579,Electrical,106.9,14,Smooth,B,Y,BY,3.94,47.3,5055.65,13.3,2.5,4.3,9.1,974.23,5.189,69.4,Healthy,173.71,Naive,0.636,0.599,0.556
P1580,Suspension,257.31,16,Intermittent,B,Z,BZ,1.12,13.4,3451.03,4.6,2.4,2.9,4.6,1192.36,2.894,124.4,Healthy,241.17,Croston,0.801,0.19,1.751
P1581,Brake System,89.53,20,Lumpy,C,Z,CZ,1.24,14.8,1327.13,8.1,3.8,4.6,7.9,705.74,1.88,191.4,Healthy,94.44,SBA,1.264,0.145,2.299
P1582,Brake System,225.98,29,Erratic,B,Z,BZ,2.22,26.6,6008.36,6.9,3.8,5.9,7.2,1632.47,3.681,97.8,Healthy,120.26,SBA,1.682,0.314,1.059
P1583,Electrical,279.41,5,Lumpy,B,Z,BZ,0.9,10.8,3024.21,3.9,1.7,1.9,3.7,1037.62,2.915,123.5,Healthy,272.18,SBA,1.726,0.116,2.882
P1584,Suspension,236.18,30,Lumpy,B,Z,BZ,1.53,18.4,4334.57,5.6,6.2,7.8,9.0,2130.98,2.034,177.0,Dead Stock,296.86,SBA,0.724,0.134,2.478
P1585,Body Parts,149.97,14,Lumpy,C,Z,CZ,0.73,8.7,1305.59,4.8,2.8,3.1,5.2,782.25,1.669,215.7,Healthy,65.16,SBA,1.535,0.097,3.443
P1586,Engine Components,445.32,37,Intermittent,B,Z,BZ,0.41,4.9,2200.4,2.1,2.1,2.6,3.2,1410.91,1.56,230.8,Excess Stock,149.7,Croston,0.777,0.118,2.812
P1587,Transmission,263.33,45,Intermittent,B,Z,BZ,1.25,15.1,3965.45,4.8,3.5,5.3,5.8,1538.62,2.577,139.7,Healthy,333.07,Croston,1.646,0.244,1.365
P1588,Suspension,404.48,16,Erratic,A,Y,AY,2.59,31.1,12562.57,5.5,3.1,4.5,5.9,2372.41,5.295,68.0,Healthy,346.75,SBA,1.018,0.335,0.995
P1589,Suspension,221.78,26,Erratic,A,Z,AZ,2.55,30.6,6783.92,7.4,4.1,6.3,7.8,1731.8,3.917,91.9,Healthy,239.76,SBA,1.683,0.317,1.049
P1590,Transmission,413.0,49,Erratic,A,Y,AY,2.59,31.1,12827.32,5.5,5.2,9.4,7.9,3260.62,3.934,91.5,Healthy,791.08,SBA,0.669,0.352,0.947
P1591,Transmission,562.83,50,Intermittent,A,Z,AZ,1.16,13.9,7813.4,3.1,4.5,6.4,6.0,3404.23,2.295,156.8,Excess Stock,241.27,Croston,1.586,0.183,1.823
P1592,Filters,24.36,11,Lumpy,C,Z,CZ,2.18,26.1,636.1,20.7,4.0,4.8,14.3,348.74,1.824,197.4,Healthy,19.44,SBA,0.935,0.182,1.828
P1593,Engine Components,627.75,46,Smooth,A,X,AX,5.2,62.4,39141.94,6.3,4.6,12.6,7.8,4865.81,8.044,44.8,Healthy,659.68,Naive,0.662,0.766,0.435
P1594,Engine Components,195.29,20,Smooth,A,X,AX,12.73,152.7,29821.31,17.7,5.8,14.3,14.7,2861.41,10.422,34.5,Healthy,787.29,Naive,1.248,0.98,0.34
P1595,Transmission,647.55,44,Lumpy,B,Z,BZ,0.61,7.3,4723.29,2.1,4.3,5.2,5.4,3486.67,1.355,265.7,Excess Stock,212.64,SBA,0.976,0.093,3.57
P1596,Electrical,264.41,15,Smooth,A,X,AX,5.78,69.4,18353.31,10.2,2.8,5.7,7.9,2088.95,8.786,41.0,Healthy,240.4,Naive,0.774,0.807,0.413
P1597,Brake System,223.41,15,Lumpy,C,Z,CZ,0.67,8.0,1787.28,3.8,2.4,2.7,4.3,956.74,1.868,192.7,Healthy,129.65,SBA,0.769,0.108,3.082
P1598,Engine Components,853.52,25,Lumpy,B,Z,BZ,0.37,4.5,3815.71,1.4,2.3,2.6,3.0,2599.43,1.468,245.2,Excess Stock,156.04,SBA,1.524,0.08,4.15
P1599,Engine Components,261.61,48,Intermittent,C,Z,CZ,0.53,6.4,1661.97,3.1,3.2,4.0,4.7,1238.14,1.342,268.2,Excess Stock,149.58,Croston,1.62,0.115,2.882
P1600,Fuel System,113.32,10,Intermittent,C,Z,CZ,0.71,8.5,959.9,5.5,1.5,1.7,4.2,478.04,2.008,179.3,Healthy,25.76,Croston,1.303,0.15,2.214
P1601,Engine Components,593.53,49,Intermittent,B,Z,BZ,0.59,7.1,4189.63,2.2,2.7,3.7,3.8,2270.95,1.845,195.1,Dead Stock,37.3,Croston,1.043,0.15,2.212
P1602,Brake System,204.98,19,Intermittent,C,Z,CZ,0.61,7.3,1495.13,3.8,2.0,2.4,3.9,798.56,1.872,192.3,Dead Stock,77.56,Croston,1.344,0.132,2.525
P1603,Brake System,155.4,29,Erratic,B,Z,BZ,2.12,25.4,3949.04,8.1,4.1,6.1,8.1,1261.23,3.131,115.0,Healthy,127.2,SBA,1.538,0.28,1.189
P1604,Brake System,137.97,25,Lumpy,C,Z,CZ,1.06,12.7,1753.07,6.1,4.2,5.1,7.2,998.09,1.756,205.0,Healthy,157.78,SBA,1.604,0.126,2.641
P1605,Engine Components,243.47,55,Smooth,A,X,AX,6.78,81.4,19821.27,11.6,5.3,17.7,11.1,2697.95,7.347,49.0,Healthy,480.64,Naive,0.616,0.949,0.351
P1606,Suspension,212.78,33,Erratic,B,Z,BZ,2.27,27.3,5807.63,7.2,5.4,7.9,9.0,1911.71,3.038,118.5,Healthy,306.14,SBA,0.646,0.242,1.377
P1607,Engine Components,269.88,29,Lumpy,B,Z,BZ,1.9,22.8,6159.64,5.8,6.1,8.0,9.0,2434.55,2.53,142.3,Excess Stock,424.36,SBA,0.974,0.168,1.987
P1608,Exhaust System,148.83,7,Erratic,B,Z,BZ,2.53,30.4,4517.33,9.0,2.3,2.9,6.8,1018.96,4.433,81.2,Healthy,240.93,SBA,1.596,0.287,1.16
P1609,Brake System,102.43,18,Lumpy,C,Z,CZ,0.31,3.8,385.61,3.8,2.3,2.5,4.3,436.74,0.883,407.7,Dead Stock,34.71,SBA,1.629,0.057,5.87
P1610,Suspension,82.84,43,Lumpy,C,Z,CZ,0.25,3.1,253.39,3.8,2.5,2.9,4.4,365.66,0.693,519.5,Slow Mover,22.81,SBA,1.466,0.067,4.965
P1611,Fuel System,127.19,13,Smooth,A,X,AX,4.43,53.2,6763.39,12.9,2.4,4.3,8.8,1121.49,6.031,59.7,Healthy,108.35,Naive,1.474,0.679,0.49
P1612,Electrical,173.95,15,Intermittent,B,Z,BZ,1.06,12.7,2210.19,5.4,2.2,2.7,4.9,844.75,2.616,137.6,Healthy,52.97,Croston,1.554,0.19,1.749
P1613,Suspension,400.05,40,Intermittent,B,Z,BZ,0.63,7.5,3012.11,2.7,2.7,3.5,4.0,1612.46,1.868,192.7,Healthy,29.72,Croston,1.207,0.149,2.231
P1614,Brake System,203.67,19,Smooth,A,X,AX,11.31,135.8,27651.19,16.3,4.2,11.3,12.3,2510.13,11.016,32.7,Healthy,685.6,Naive,0.929,0.999,0.281
P1615,Brake System,140.01,8,Erratic,B,Y,BY,2.27,27.3,3821.37,8.8,1.8,2.4,6.2,866.4,4.411,81.6,Healthy,57.2,SBA,1.17,0.363,0.918
P1616,Electrical,228.39,11,Erratic,A,Y,AY,2.65,31.8,7254.71,7.5,2.2,3.2,6.0,1363.08,5.322,67.6,Healthy,173.02,SBA,1.36,0.392,0.849
P1617,Filters,27.99,13,Intermittent,C,Z,CZ,0.92,11.1,309.54,12.6,1.8,2.2,8.1,226.1,1.369,263.0,Healthy,9.49,Croston,1.386,0.185,1.796
P1618,Electrical,38.77,15,Lumpy,C,Z,CZ,1.41,16.9,656.83,13.2,3.7,4.4,10.3,401.17,1.637,219.9,Healthy,10.3,SBA,0.7,0.146,2.276
P1619,Electrical,166.25,6,Intermittent,C,Z,CZ,0.18,2.1,352.06,2.3,0.5,0.5,1.6,270.5,1.302,276.6,Healthy,31.69,Croston,1.578,0.086,3.839
P1620,Transmission,699.41,24,Erratic,A,Z,AZ,2.94,35.3,24685.07,4.5,4.6,6.9,6.8,4770.07,5.175,69.6,Excess Stock,375.06,SBA,1.108,0.315,1.057
P1621,Suspension,214.56,20,Erratic,B,Z,BZ,2.41,28.9,6209.67,7.3,3.5,5.1,7.2,1545.5,4.018,89.6,Healthy,379.79,SBA,1.023,0.305,1.09
P1622,Engine Components,368.39,42,Intermittent,B,Z,BZ,1.1,13.2,4854.11,3.8,3.4,4.9,5.3,1952.82,2.486,144.8,Healthy,84.14,Croston,1.518,0.209,1.595
P1623,Electrical,55.59,6,Intermittent,C,Z,CZ,1.1,13.2,732.47,9.7,1.3,1.5,6.2,344.53,2.126,169.3,Healthy,57.89,Croston,0.715,0.202,1.646
P1624,Cooling System,52.72,22,Lumpy,C,Z,CZ,0.98,11.8,620.2,9.4,3.9,4.6,8.6,454.13,1.366,263.6,Healthy,55.82,SBA,0.693,0.118,2.817
P1625,Engine Components,468.95,52,Erratic,A,Z,AZ,2.18,26.1,12247.94,4.7,5.8,9.6,8.2,3832.71,3.196,112.7,Excess Stock,780.53,SBA,0.971,0.27,1.233
P1626,Transmission,527.62,33,Erratic,A,Z,AZ,3.39,40.7,21477.4,5.6,6.6,10.3,9.3,4928.7,4.358,82.6,Excess Stock,211.15,SBA,1.112,0.297,1.122
P1627,Engine Components,209.41,50,Intermittent,B,Z,BZ,1.08,12.9,2710.06,5.0,3.9,5.6,6.3,1327.0,2.042,176.3,Healthy,53.69,Croston,0.643,0.198,1.681
P1628,Suspension,426.43,26,Erratic,A,Z,AZ,1.8,21.6,9230.99,4.5,3.5,5.1,5.8,2452.3,3.764,95.6,Healthy,470.66,SBA,1.33,0.263,1.266
P1629,Engine Components,706.53,34,Intermittent,B,Z,BZ,0.53,6.4,4488.57,1.9,2.1,2.7,3.1,2167.48,2.071,173.8,Excess Stock,403.97,Croston,1.222,0.145,2.286
P1630,Suspension,288.78,28,Smooth,A,X,AX,12.33,148.0,42739.93,14.3,5.6,17.1,12.8,3687.2,11.591,31.1,Healthy,588.88,Naive,1.058,0.999,0.286
P1631,Transmission,655.64,27,Erratic,A,Z,AZ,2.67,32.0,20980.52,4.4,4.8,7.2,7.0,4578.72,4.582,78.6,Excess Stock,1385.57,SBA,1.755,0.29,1.147
P1632,Brake System,67.05,12,Intermittent,C,Z,CZ,0.43,5.2,347.09,5.6,1.2,1.3,3.9,264.76,1.311,274.6,Healthy,19.79,Croston,1.551,0.127,2.607
P1633,Electrical,142.93,12,Smooth,A,X,AX,9.65,115.8,16546.46,18.0,3.2,7.0,12.2,1742.37,9.497,37.9,Healthy,249.9,Naive,0.888,0.999,0.318
P1634,Exhaust System,132.66,19,Intermittent,C,Z,CZ,0.69,8.2,1092.53,5.0,2.2,2.6,4.7,621.33,1.758,204.7,Healthy,29.04,Croston,0.91,0.136,2.44
P1635,Cooling System,154.3,11,Lumpy,B,Z,BZ,1.8,21.6,3340.1,7.5,3.5,4.2,7.2,1117.28,2.989,120.4,Healthy,71.39,SBA,0.954,0.171,1.945
P1636,Brake System,260.45,8,Smooth,A,X,AX,15.08,180.9,47126.88,16.7,4.1,8.1,12.4,3239.47,14.548,24.7,Healthy,928.56,Naive,0.736,0.999,0.32
P1637,Brake System,121.19,15,Erratic,B,Z,BZ,2.16,25.9,3136.79,9.2,2.9,4.0,7.6,916.89,3.421,105.2,Healthy,39.36,SBA,0.937,0.284,1.174
P1638,Engine Components,843.43,24,Lumpy,C,Z,CZ,0.18,2.1,1786.08,1.0,1.8,2.0,2.3,1971.14,0.906,397.3,Dead Stock,160.75,SBA,1.491,0.047,7.071
P1639,Filters,12.6,12,Lumpy,C,Z,CZ,0.43,5.2,65.23,12.8,2.2,2.4,8.6,108.76,0.6,600.2,Dead Stock,5.87,SBA,0.749,0.067,4.95
P1640,Cooling System,161.27,12,Lumpy,C,Z,CZ,0.47,5.6,910.7,3.7,2.0,2.2,3.8,619.35,1.47,244.8,Dead Stock,75.0,SBA,1.301,0.083,4.022
P1641,Suspension,438.67,35,Smooth,A,X,AX,4.57,54.8,24049.26,7.1,3.9,9.2,7.4,3257.4,7.383,48.8,Healthy,339.82,Naive,1.661,0.694,0.479
P1642,Exhaust System,62.46,13,Intermittent,C,Z,CZ,0.88,10.6,661.33,8.2,1.8,2.2,5.9,368.13,1.796,200.4,Healthy,26.76,Croston,0.887,0.179,1.86
P1643,Suspension,341.61,28,Erratic,A,Z,AZ,2.75,32.9,11252.9,6.2,6.1,8.7,9.2,3142.24,3.581,100.5,Healthy,436.18,SBA,1.693,0.238,1.397
P1644,Electrical,28.55,10,Lumpy,C,Z,CZ,0.45,5.4,154.53,8.7,2.2,2.3,6.5,186.32,0.829,434.1,Slow Mover,13.91,SBA,0.879,0.066,5.07
P1645,Engine Components,448.8,56,Intermittent,B,Z,BZ,0.96,11.5,5174.36,3.2,3.7,5.5,5.3,2366.01,2.187,164.6,Excess Stock,372.07,Croston,0.722,0.196,1.699
P1646,Transmission,483.96,49,Lumpy,C,Z,CZ,0.0,0.0,0.0,0.3,0.0,0.0,0.1,69.57,0.0,999.0,Dead Stock,0.0,SBA,1.373,0.0,999.0
P1647,Engine Components,577.94,56,Lumpy,B,Z,BZ,0.57,6.8,3943.56,2.2,4.5,5.6,5.6,3229.04,1.221,294.8,Excess Stock,354.92,SBA,1.469,0.094,3.522
P1648,Exhaust System,180.07,13,Erratic,B,Z,BZ,2.29,27.5,4957.23,7.8,3.2,4.2,7.2,1287.52,3.85,93.5,Healthy,100.84,SBA,1.503,0.255,1.304
P1649,Exhaust System,139.2,8,Lumpy,C,Z,CZ,0.55,6.6,917.07,4.4,1.7,1.8,3.9,536.19,1.71,210.5,Healthy,82.54,SBA,1.415,0.093,3.595
P1650,Transmission,464.7,39,Erratic,A,Z,AZ,2.12,25.4,11808.92,4.7,4.1,6.8,6.4,2974.65,3.97,90.7,Healthy,317.37,SBA,1.452,0.325,1.023
P1651,Engine Components,746.73,17,Intermittent,A,Z,AZ,1.16,13.9,10366.38,2.7,2.3,3.0,3.7,2739.56,3.784,95.1,Healthy,148.51,Croston,1.51,0.207,1.609
P1652,Brake System,306.4,12,Erratic,A,Z,AZ,2.2,26.4,8074.45,5.9,2.9,3.7,5.8,1777.87,4.542,79.3,Healthy,404.98,SBA,0.893,0.265,1.256
P1653,Brake System,51.07,23,Erratic,C,Z,CZ,2.16,25.9,1321.76,14.2,3.4,5.0,10.5,535.53,2.468,145.9,Healthy,89.39,SBA,1.175,0.307,1.084
P1654,Brake System,315.19,11,Intermittent,C,Z,CZ,0.53,6.4,2002.4,2.8,1.1,1.3,2.6,806.55,2.483,145.0,Dead Stock,180.22,Croston,1.698,0.154,2.16
P1655,Engine Components,213.48,41,Intermittent,B,Z,BZ,1.04,12.5,2662.21,4.8,3.9,5.3,6.3,1344.9,1.979,181.9,Healthy,229.66,Croston,1.251,0.171,1.943
P1656,Cooling System,152.16,13,Intermittent,C,Z,CZ,0.61,7.3,1109.86,4.4,1.6,1.9,3.8,579.66,1.915,188.0,Healthy,34.95,Croston,0.669,0.135,2.461
P1657,Electrical,91.45,13,Lumpy,C,Z,CZ,0.78,9.4,860.68,6.4,2.5,2.9,5.8,526.49,1.635,220.2,Healthy,77.46,SBA,0.715,0.111,3.001
P1658,Brake System,81.35,7,Erratic,C,Y,CY,2.06,24.7,2009.81,11.0,1.6,2.0,7.1,575.3,3.494,103.0,Healthy,122.72,SBA,0.893,0.349,0.954
P1659,Brake System,165.96,7,Lumpy,C,Z,CZ,0.43,5.2,859.09,3.5,1.2,1.3,3.0,490.71,1.751,205.6,Healthy,77.32,SBA,0.944,0.096,3.474
P1660,Suspension,311.14,15,Lumpy,B,Z,BZ,0.94,11.3,3514.09,3.8,2.8,3.3,4.7,1468.86,2.392,150.5,Healthy,96.53,SBA,0.791,0.129,2.572
P1661,Electrical,117.81,6,Erratic,B,Z,BZ,2.43,29.2,3437.26,10.0,2.1,2.6,7.1,837.5,4.104,87.7,Healthy,46.62,SBA,1.071,0.279,1.192
P1662,Suspension,81.28,19,Lumpy,C,Z,CZ,1.02,12.2,994.49,7.8,3.7,4.4,7.6,616.68,1.613,223.2,Healthy,89.5,SBA,1.007,0.12,2.777
P1663,Fuel System,135.9,17,Intermittent,B,Z,BZ,1.51,18.1,2462.19,7.3,2.1,2.9,5.7,779.71,3.158,114.0,Healthy,56.62,Croston,1.155,0.298,1.116
P1664,Suspension,411.94,42,Lumpy,B,Z,BZ,0.76,9.2,3780.13,3.0,4.3,5.4,5.8,2387.1,1.584,227.3,Excess Stock,340.21,SBA,0.983,0.115,2.891
P1665,Filters,22.18,5,Erratic,C,Z,CZ,2.08,24.9,553.17,21.2,1.5,1.8,12.1,267.75,2.066,174.3,Healthy,11.14,SBA,1.56,0.316,1.052
P1666,Exhaust System,68.53,19,Lumpy,C,Z,CZ,0.67,8.0,548.25,6.8,2.8,3.2,6.2,423.57,1.294,278.1,Healthy,49.34,SBA,1.114,0.105,3.167
P1667,Engine Components,476.18,50,Erratic,A,Y,AY,2.84,34.1,16246.12,5.4,5.3,10.1,8.0,3818.54,4.255,84.6,Healthy,927.23,SBA,1.659,0.376,0.885
